"","Year","Month","Treatment","Plot","prevalence_within_plot","total_leaves","total_infected"
"1211","18","September","CRP","45",0.464788732394366,71,33
"1212","18","September","CRP","48",0.275,80,22
"1213","18","September","CRP","49",0.597701149425287,87,52
"1214","18","September","CRP","58",0.625,80,50
"1215","18","September","CRP","60",0.529411764705882,85,45
"1216","18","September","CRP","64",0.27027027027027,74,20
"1217","19","April","Always_sprayed","4",0.0447761194029851,67,3
"1218","19","April","Always_sprayed","10",0.104477611940299,67,7
"1219","19","April","Always_sprayed","11",0.0476190476190476,63,3
"1220","19","April","Always_sprayed","19",0.0434782608695652,69,3
"1221","19","April","Always_sprayed","21",0.0149253731343284,67,1
"1222","19","April","Always_sprayed","22",0.135593220338983,59,8
"1223","19","April","Always_sprayed","31",0.0447761194029851,67,3
"1224","19","April","Always_sprayed","36",0.158730158730159,63,10
"1225","19","April","Always_sprayed","40",0.0923076923076923,65,6
"1226","19","April","Always_sprayed","43",0.09375,64,6
"1227","19","April","Always_sprayed","50",0.0606060606060606,66,4
"1228","19","April","Always_sprayed","52",0.0317460317460317,63,2
"1229","19","April","Always_sprayed","53",0.0285714285714286,70,2
"1230","19","April","Always_sprayed","56",0.032258064516129,62,2
"1231","19","April","Always_sprayed","57",0.0983606557377049,61,6
"1232","19","April","Always_sprayed","59",0.11864406779661,59,7
"1233","19","April","Control","1",0.571428571428571,63,36
"1234","19","April","Control","7",0.406779661016949,59,24
"1235","19","April","Control","12",0.527272727272727,55,29
"1236","19","April","Control","13",0.444444444444444,54,24
"1237","19","April","Control","16",0.53125,64,34
"1238","19","April","Control","20",0.484375,64,31
"1239","19","April","Control","23",0.45,60,27
"1240","19","April","Control","29",0.433333333333333,60,26
"1241","19","April","Control","30",0.586206896551724,58,34
"1242","19","April","Control","38",0.696428571428571,56,39
"1243","19","April","Control","44",0.642857142857143,56,36
"1244","19","April","Control","46",0.647058823529412,51,33
"1245","19","April","Control","54",0.578125,64,37
"1246","19","April","Control","55",0.586206896551724,58,34
"1247","19","April","Control","62",0.540983606557377,61,33
"1248","19","April","Control","63",0.464285714285714,56,26
"1249","19","April","CR_P","2",0.197183098591549,71,14
"1250","19","April","CR_P","6",0.112903225806452,62,7
"1251","19","April","CR_P","14",0.138461538461538,65,9
"1252","19","April","CR_P","15",0.0634920634920635,63,4
"1253","19","April","CR_P","17",0.112903225806452,62,7
"1254","19","April","CR_P","18",0.0769230769230769,65,5
"1255","19","April","CR_P","25",0.0933333333333333,75,7
"1256","19","April","CR_P","26",0.0526315789473684,57,3
"1257","19","April","CR_P","28",0.0307692307692308,65,2
"1258","19","April","CR_P","34",0.0655737704918033,61,4
"1259","19","April","CR_P","35",0.0819672131147541,61,5
"1260","19","April","CR_P","37",0.0793650793650794,63,5
"1261","19","April","CR_P","39",0.0476190476190476,63,3
"1262","19","April","CR_P","47",0.078125,64,5
"1263","19","April","CR_P","51",0.137931034482759,58,8
"1264","19","April","CR_P","61",0.154929577464789,71,11
"1265","19","April","CRP","3",0.180327868852459,61,11
"1266","19","April","CRP","5",0.0303030303030303,66,2
"1267","19","April","CRP","8",0.123076923076923,65,8
"1268","19","April","CRP","9",0.0153846153846154,65,1
"1269","19","April","CRP","24",0.117647058823529,68,8
"1270","19","April","CRP","27",0.0298507462686567,67,2
"1271","19","April","CRP","32",0.115942028985507,69,8
"1272","19","April","CRP","33",0.0833333333333333,60,5
"1273","19","April","CRP","41",0.0161290322580645,62,1
"1274","19","April","CRP","42",0.0793650793650794,63,5
"1275","19","April","CRP","45",0.0847457627118644,59,5
"1276","19","April","CRP","48",0.0161290322580645,62,1
"1277","19","April","CRP","49",0.145161290322581,62,9
"1278","19","April","CRP","58",0.0833333333333333,60,5
"1279","19","April","CRP","60",0.0192307692307692,52,1
"1280","19","April","CRP","64",0,66,0
"1281","19","August","Always_sprayed","4",0.126760563380282,71,9
"1282","19","August","Always_sprayed","10",0.0892857142857143,56,5
"1283","19","August","Always_sprayed","11",0.144927536231884,69,10
"1284","19","August","Always_sprayed","19",0.0833333333333333,72,6
"1285","19","August","Always_sprayed","21",0.0158730158730159,63,1
"1286","19","August","Always_sprayed","22",0.0285714285714286,70,2
"1287","19","August","Always_sprayed","31",0.0428571428571429,70,3
"1288","19","August","Always_sprayed","36",0.0263157894736842,76,2
"1289","19","August","Always_sprayed","40",0.0434782608695652,69,3
"1290","19","August","Always_sprayed","43",0.573770491803279,61,35
"1291","19","August","Always_sprayed","50",0.102941176470588,68,7
"1292","19","August","Always_sprayed","52",0.0657894736842105,76,5
"1293","19","August","Always_sprayed","53",0.0294117647058824,68,2
"1294","19","August","Always_sprayed","56",0.038961038961039,77,3
"1295","19","August","Always_sprayed","57",0.0746268656716418,67,5
"1296","19","August","Always_sprayed","59",0.0422535211267606,71,3
"1297","19","August","Control","1",0.655737704918033,61,40
"1298","19","August","Control","7",0.557377049180328,61,34
"1299","19","August","Control","12",0.683333333333333,60,41
"1300","19","August","Control","13",0.589285714285714,56,33
"1301","19","August","Control","16",0.569230769230769,65,37
"1302","19","August","Control","20",0.661290322580645,62,41
"1303","19","August","Control","23",0.632352941176471,68,43
"1304","19","August","Control","29",0.618181818181818,55,34
"1305","19","August","Control","30",0.6,60,36
"1306","19","August","Control","38",0.612903225806452,62,38
"1307","19","August","Control","44",0.0394736842105263,76,3
"1308","19","August","Control","46",0.707692307692308,65,46
"1309","19","August","Control","54",0.610169491525424,59,36
"1310","19","August","Control","55",0.712121212121212,66,47
"1311","19","August","Control","62",0.584615384615385,65,38
"1312","19","August","Control","63",0.53448275862069,58,31
"1313","19","August","CR_P","2",0.338983050847458,59,20
"1314","19","August","CR_P","6",0.253731343283582,67,17
"1315","19","August","CR_P","14",0.169230769230769,65,11
"1316","19","August","CR_P","15",0.246575342465753,73,18
"1317","19","August","CR_P","17",0.134328358208955,67,9
"1318","19","August","CR_P","18",0.367088607594937,79,29
"1319","19","August","CR_P","25",0.197368421052632,76,15
"1320","19","August","CR_P","26",0.328947368421053,76,25
"1321","19","August","CR_P","28",0.184210526315789,76,14
"1322","19","August","CR_P","34",0.30379746835443,79,24
"1323","19","August","CR_P","35",0.418918918918919,74,31
"1324","19","August","CR_P","37",0.478260869565217,69,33
"1325","19","August","CR_P","39",0.25974025974026,77,20
"1326","19","August","CR_P","47",0.0869565217391304,69,6
"1327","19","August","CR_P","51",0.420289855072464,69,29
"1328","19","August","CR_P","61",0.478260869565217,69,33
"1329","19","August","CRP","3",0.0634920634920635,63,4
"1330","19","August","CRP","5",0.171428571428571,70,12
"1331","19","August","CRP","8",0.353846153846154,65,23
"1332","19","August","CRP","9",0.172413793103448,58,10
"1333","19","August","CRP","24",0.121212121212121,66,8
"1334","19","August","CRP","27",0.217948717948718,78,17
"1335","19","August","CRP","32",0.0405405405405405,74,3
"1336","19","August","CRP","33",0.279411764705882,68,19
"1337","19","August","CRP","41",0.0526315789473684,76,4
"1338","19","August","CRP","42",0.0151515151515152,66,1
"1339","19","August","CRP","45",0.0958904109589041,73,7
"1340","19","August","CRP","48",0.236111111111111,72,17
"1341","19","August","CRP","49",0.0675675675675676,74,5
"1342","19","August","CRP","58",0.0704225352112676,71,5
"1343","19","August","CRP","60",0.0958904109589041,73,7
"1344","19","August","CRP","64",0.0327868852459016,61,2
"1345","19","December","Always_sprayed","4",0,40,0
"1346","19","December","Always_sprayed","10",0,36,0
"1347","19","December","Always_sprayed","11",0,39,0
"1348","19","December","Always_sprayed","19",0,39,0
"1349","19","December","Always_sprayed","21",0,43,0
"1350","19","December","Always_sprayed","22",0,43,0
"1351","19","December","Always_sprayed","31",0,45,0
"1352","19","December","Always_sprayed","36",0.0416666666666667,48,2
"1353","19","December","Always_sprayed","40",0,48,0
"1354","19","December","Always_sprayed","43",0,41,0
"1355","19","December","Always_sprayed","50",0,48,0
"1356","19","December","Always_sprayed","52",0,42,0
"1357","19","December","Always_sprayed","53",0,43,0
"1358","19","December","Always_sprayed","56",0,44,0
"1359","19","December","Always_sprayed","57",0,48,0
"1360","19","December","Always_sprayed","59",0,44,0
"1361","19","December","Control","1",0.0175438596491228,57,1
"1362","19","December","Control","7",0,52,0
"1363","19","December","Control","12",0,48,0
"1364","19","December","Control","13",0,44,0
"1365","19","December","Control","16",0,46,0
"1366","19","December","Control","20",0,51,0
"1367","19","December","Control","23",0,46,0
"1368","19","December","Control","29",0,48,0
"1369","19","December","Control","30",0,52,0
"1370","19","December","Control","38",0.0192307692307692,52,1
"1371","19","December","Control","44",0,49,0
"1372","19","December","Control","46",0.02,50,1
"1373","19","December","Control","54",0,48,0
"1374","19","December","Control","55",0,45,0
"1375","19","December","Control","62",0,41,0
"1376","19","December","Control","63",0,46,0
"1377","19","December","CR_P","2",0,49,0
"1378","19","December","CR_P","6",0,44,0
"1379","19","December","CR_P","14",0,44,0
"1380","19","December","CR_P","15",0,46,0
"1381","19","December","CR_P","17",0,46,0
"1382","19","December","CR_P","18",0,49,0
"1383","19","December","CR_P","25",0.0217391304347826,46,1
"1384","19","December","CR_P","26",0,41,0
"1385","19","December","CR_P","28",0,52,0
"1386","19","December","CR_P","34",0.02,50,1
"1387","19","December","CR_P","35",0.0238095238095238,42,1
"1388","19","December","CR_P","37",0,43,0
"1389","19","December","CR_P","39",0,47,0
"1390","19","December","CR_P","47",0.319148936170213,47,15
"1391","19","December","CR_P","51",0,45,0
"1392","19","December","CR_P","61",0,41,0
"1393","19","December","CRP","3",0,36,0
"1394","19","December","CRP","5",0,46,0
"1395","19","December","CRP","8",0,47,0
"1396","19","December","CRP","9",0,45,0
"1397","19","December","CRP","24",0,50,0
"1398","19","December","CRP","27",0,46,0
"1399","19","December","CRP","32",0,52,0
"1400","19","December","CRP","33",0,42,0
"1401","19","December","CRP","41",0,45,0
"1402","19","December","CRP","42",0,44,0
"1403","19","December","CRP","45",0,41,0
"1404","19","December","CRP","48",0,44,0
"1405","19","December","CRP","49",0.0212765957446809,47,1
"1406","19","December","CRP","58",0,39,0
"1407","19","December","CRP","60",0,43,0
"1408","19","December","CRP","64",0,35,0
"1409","19","February","Always_sprayed","4",0,61,0
"1410","19","February","Always_sprayed","10",0.0163934426229508,61,1
"1411","19","February","Always_sprayed","11",0,55,0
"1412","19","February","Always_sprayed","19",0,63,0
"1413","19","February","Always_sprayed","21",0,64,0
"1414","19","February","Always_sprayed","22",0.0158730158730159,63,1
"1415","19","February","Always_sprayed","31",0,66,0
"1416","19","February","Always_sprayed","36",0,70,0
"1417","19","February","Always_sprayed","40",0.03125,64,2
"1418","19","February","Always_sprayed","43",0,60,0
"1419","19","February","Always_sprayed","50",0,60,0
"1420","19","February","Always_sprayed","52",0,63,0
"1421","19","February","Always_sprayed","53",0.0327868852459016,61,2
"1422","19","February","Always_sprayed","56",0.032258064516129,62,2
"1423","19","February","Always_sprayed","57",0,63,0
"1424","19","February","Always_sprayed","59",0,54,0
"1425","19","February","Control","1",0.158730158730159,63,10
"1426","19","February","Control","7",0.203125,64,13
"1427","19","February","Control","12",0.183333333333333,60,11
"1428","19","February","Control","13",0.0833333333333333,60,5
"1429","19","February","Control","16",0.151515151515152,66,10
"1430","19","February","Control","20",0.161764705882353,68,11
"1431","19","February","Control","23",0.163934426229508,61,10
"1432","19","February","Control","29",0.163934426229508,61,10
"1433","19","February","Control","30",0.203389830508475,59,12
"1434","19","February","Control","38",0.227272727272727,66,15
"1435","19","February","Control","44",0.145161290322581,62,9
"1436","19","February","Control","46",0.15,60,9
"1437","19","February","Control","54",0.107142857142857,56,6
"1438","19","February","Control","55",0.226415094339623,53,12
"1439","19","February","Control","62",0.145161290322581,62,9
"1440","19","February","Control","63",0.0983606557377049,61,6
"1441","19","February","CR_P","2",0.169230769230769,65,11
"1442","19","February","CR_P","6",0.0806451612903226,62,5
"1443","19","February","CR_P","14",0.0158730158730159,63,1
"1444","19","February","CR_P","15",0.03125,64,2
"1445","19","February","CR_P","17",0.0158730158730159,63,1
"1446","19","February","CR_P","18",0.0151515151515152,66,1
"1447","19","February","CR_P","25",0.0163934426229508,61,1
"1448","19","February","CR_P","26",0.0163934426229508,61,1
"1449","19","February","CR_P","28",0.0454545454545455,66,3
"1450","19","February","CR_P","34",0.0923076923076923,65,6
"1451","19","February","CR_P","35",0,58,0
"1452","19","February","CR_P","37",0.0166666666666667,60,1
"1453","19","February","CR_P","39",0.0317460317460317,63,2
"1454","19","February","CR_P","47",0.0461538461538462,65,3
"1455","19","February","CR_P","51",0.0677966101694915,59,4
"1456","19","February","CR_P","61",0.0166666666666667,60,1
"1457","19","February","CRP","3",0.0350877192982456,57,2
"1458","19","February","CRP","5",0.0333333333333333,60,2
"1459","19","February","CRP","8",0,63,0
"1460","19","February","CRP","9",0.0491803278688525,61,3
"1461","19","February","CRP","24",0.046875,64,3
"1462","19","February","CRP","27",0.0163934426229508,61,1
"1463","19","February","CRP","32",0.0151515151515152,66,1
"1464","19","February","CRP","33",0.0163934426229508,61,1
"1465","19","February","CRP","41",0.0163934426229508,61,1
"1466","19","February","CRP","42",0.0508474576271186,59,3
"1467","19","February","CRP","45",0.129032258064516,62,8
"1468","19","February","CRP","48",0.0169491525423729,59,1
"1469","19","February","CRP","49",0.0757575757575758,66,5
"1470","19","February","CRP","58",0.0819672131147541,61,5
"1471","19","February","CRP","60",0.05,60,3
"1472","19","February","CRP","64",0,61,0
"1473","19","January","Always_sprayed","4",0.0408163265306122,49,2
"1474","19","January","Always_sprayed","10",0.0416666666666667,48,2
"1475","19","January","Always_sprayed","11",0.0227272727272727,44,1
"1476","19","January","Always_sprayed","19",0,47,0
"1477","19","January","Always_sprayed","21",0,50,0
"1478","19","January","Always_sprayed","22",0.0566037735849057,53,3
"1479","19","January","Always_sprayed","31",0,51,0
"1480","19","January","Always_sprayed","36",0,52,0
"1481","19","January","Always_sprayed","40",0,56,0
"1482","19","January","Always_sprayed","43",0,48,0
"1483","19","January","Always_sprayed","50",0,49,0
"1484","19","January","Always_sprayed","52",0,48,0
"1485","19","January","Always_sprayed","53",0.0178571428571429,56,1
"1486","19","January","Always_sprayed","56",0,52,0
"1487","19","January","Always_sprayed","57",0,56,0
"1488","19","January","Always_sprayed","59",0,52,0
"1489","19","January","Control","1",0.0357142857142857,56,2
"1490","19","January","Control","7",0.0612244897959184,49,3
"1491","19","January","Control","12",0.0566037735849057,53,3
"1492","19","January","Control","13",0.0185185185185185,54,1
"1493","19","January","Control","16",0.0943396226415094,53,5
"1494","19","January","Control","20",0,54,0
"1495","19","January","Control","23",0.0714285714285714,56,4
"1496","19","January","Control","29",0.05,60,3
"1497","19","January","Control","30",0.0961538461538462,52,5
"1498","19","January","Control","38",0.0714285714285714,56,4
"1499","19","January","Control","44",0.0377358490566038,53,2
"1500","19","January","Control","46",0.08,50,4
"1501","19","January","Control","54",0.1,50,5
"1502","19","January","Control","55",0.0408163265306122,49,2
"1503","19","January","Control","62",0.0178571428571429,56,1
"1504","19","January","Control","63",0.0392156862745098,51,2
"1505","19","January","CR_P","2",0.0344827586206897,58,2
"1506","19","January","CR_P","6",0.0384615384615385,52,2
"1507","19","January","CR_P","14",0.0784313725490196,51,4
"1508","19","January","CR_P","15",0.037037037037037,54,2
"1509","19","January","CR_P","17",0.0392156862745098,51,2
"1510","19","January","CR_P","18",0.0555555555555556,54,3
"1511","19","January","CR_P","25",0.0588235294117647,51,3
"1512","19","January","CR_P","26",0.0545454545454545,55,3
"1513","19","January","CR_P","28",0.0350877192982456,57,2
"1514","19","January","CR_P","34",0.0612244897959184,49,3
"1515","19","January","CR_P","35",0,53,0
"1516","19","January","CR_P","37",0.0588235294117647,51,3
"1517","19","January","CR_P","39",0,57,0
"1518","19","January","CR_P","47",0.0566037735849057,53,3
"1519","19","January","CR_P","51",0.0545454545454545,55,3
"1520","19","January","CR_P","61",0.0350877192982456,57,2
"1521","19","January","CRP","3",0.0465116279069767,43,2
"1522","19","January","CRP","5",0.0754716981132075,53,4
"1523","19","January","CRP","8",0.0196078431372549,51,1
"1524","19","January","CRP","9",0.0980392156862745,51,5
"1525","19","January","CRP","24",0.0545454545454545,55,3
"1526","19","January","CRP","27",0.0377358490566038,53,2
"1527","19","January","CRP","32",0.0344827586206897,58,2
"1528","19","January","CRP","33",0.0188679245283019,53,1
"1529","19","January","CRP","41",0.0204081632653061,49,1
"1530","19","January","CRP","42",0.0204081632653061,49,1
"1531","19","January","CRP","45",0.0181818181818182,55,1
"1532","19","January","CRP","48",0.111111111111111,45,5
"1533","19","January","CRP","49",0.0943396226415094,53,5
"1534","19","January","CRP","58",0.0377358490566038,53,2
"1535","19","January","CRP","60",0.0576923076923077,52,3
"1536","19","January","CRP","64",0.0701754385964912,57,4
"1537","19","July","Always_sprayed","4",0.345454545454545,55,19
"1538","19","July","Always_sprayed","10",0.127272727272727,55,7
"1539","19","July","Always_sprayed","11",0.126984126984127,63,8
"1540","19","July","Always_sprayed","19",0.0895522388059701,67,6
"1541","19","July","Always_sprayed","21",0.0357142857142857,56,2
"1542","19","July","Always_sprayed","22",0.032258064516129,62,2
"1543","19","July","Always_sprayed","31",0,62,0
"1544","19","July","Always_sprayed","36",0.0461538461538462,65,3
"1545","19","July","Always_sprayed","40",0.0454545454545455,66,3
"1546","19","July","Always_sprayed","43",0.0508474576271186,59,3
"1547","19","July","Always_sprayed","50",0.158730158730159,63,10
"1548","19","July","Always_sprayed","52",0.16,75,12
"1549","19","July","Always_sprayed","53",0.138461538461538,65,9
"1550","19","July","Always_sprayed","56",0.117647058823529,68,8
"1551","19","July","Always_sprayed","57",0.0677966101694915,59,4
"1552","19","July","Always_sprayed","59",0.0634920634920635,63,4
"1553","19","July","Control","1",0.625,56,35
"1554","19","July","Control","7",0.462962962962963,54,25
"1555","19","July","Control","12",0.462962962962963,54,25
"1556","19","July","Control","13",0.489795918367347,49,24
"1557","19","July","Control","16",0.42,50,21
"1558","19","July","Control","20",0.415094339622642,53,22
"1559","19","July","Control","23",0.603448275862069,58,35
"1560","19","July","Control","29",0.543859649122807,57,31
"1561","19","July","Control","30",0.509803921568627,51,26
"1562","19","July","Control","38",0.684210526315789,57,39
"1563","19","July","Control","44",0.637931034482759,58,37
"1564","19","July","Control","46",0.584905660377358,53,31
"1565","19","July","Control","54",0.62962962962963,54,34
"1566","19","July","Control","55",0.625,56,35
"1567","19","July","Control","62",0.698412698412698,63,44
"1568","19","July","Control","63",0.542372881355932,59,32
"1569","19","July","CR_P","2",0.368421052631579,57,21
"1570","19","July","CR_P","6",0.114754098360656,61,7
"1571","19","July","CR_P","14",0.0491803278688525,61,3
"1572","19","July","CR_P","15",0.184615384615385,65,12
"1573","19","July","CR_P","17",0.12962962962963,54,7
"1574","19","July","CR_P","18",0.0972222222222222,72,7
"1575","19","July","CR_P","25",0.203125,64,13
"1576","19","July","CR_P","26",0.183098591549296,71,13
"1577","19","July","CR_P","28",0.15625,64,10
"1578","19","July","CR_P","34",0.114754098360656,61,7
"1579","19","July","CR_P","35",0.208955223880597,67,14
"1580","19","July","CR_P","37",0.376811594202899,69,26
"1581","19","July","CR_P","39",0.135135135135135,74,10
"1582","19","July","CR_P","47",0.0588235294117647,68,4
"1583","19","July","CR_P","51",0.242424242424242,66,16
"1584","19","July","CR_P","61",0.174603174603175,63,11
"1585","19","July","CRP","3",0.193548387096774,62,12
"1586","19","July","CRP","5",0.0645161290322581,62,4
"1587","19","July","CRP","8",0.203389830508475,59,12
"1588","19","July","CRP","9",0.327272727272727,55,18
"1589","19","July","CRP","24",0.0333333333333333,60,2
"1590","19","July","CRP","27",0.142857142857143,63,9
"1591","19","July","CRP","32",0,63,0
"1592","19","July","CRP","33",0.191176470588235,68,13
"1593","19","July","CRP","41",0.279411764705882,68,19
"1594","19","July","CRP","42",0.0833333333333333,60,5
"1595","19","July","CRP","45",0.145161290322581,62,9
"1596","19","July","CRP","48",0.015625,64,1
"1597","19","July","CRP","49",0.274193548387097,62,17
"1598","19","July","CRP","58",0.169230769230769,65,11
"1599","19","July","CRP","60",0,71,0
"1600","19","July","CRP","64",0.0784313725490196,51,4
"1601","19","June","Always_sprayed","4",0.365079365079365,63,23
"1602","19","June","Always_sprayed","10",0.278688524590164,61,17
"1603","19","June","Always_sprayed","11",0.245614035087719,57,14
"1604","19","June","Always_sprayed","19",0.121212121212121,66,8
"1605","19","June","Always_sprayed","21",0.283333333333333,60,17
"1606","19","June","Always_sprayed","22",0.296875,64,19
"1607","19","June","Always_sprayed","31",0.0967741935483871,62,6
"1608","19","June","Always_sprayed","36",0.169811320754717,53,9
"1609","19","June","Always_sprayed","40",0.412698412698413,63,26
"1610","19","June","Always_sprayed","43",0.224137931034483,58,13
"1611","19","June","Always_sprayed","50",0.492307692307692,65,32
"1612","19","June","Always_sprayed","52",0.215384615384615,65,14
"1613","19","June","Always_sprayed","53",0.28125,64,18
"1614","19","June","Always_sprayed","56",0.323076923076923,65,21
"1615","19","June","Always_sprayed","57",0.315789473684211,57,18
"1616","19","June","Always_sprayed","59",0.126984126984127,63,8
"1617","19","June","Control","1",0.660714285714286,56,37
"1618","19","June","Control","7",0.596153846153846,52,31
"1619","19","June","Control","12",0.596153846153846,52,31
"1620","19","June","Control","13",0.574468085106383,47,27
"1621","19","June","Control","16",0.60377358490566,53,32
"1622","19","June","Control","20",0.589285714285714,56,33
"1623","19","June","Control","23",0.596491228070175,57,34
"1624","19","June","Control","29",0.68,50,34
"1625","19","June","Control","30",0.641509433962264,53,34
"1626","19","June","Control","38",0.563636363636364,55,31
"1627","19","June","Control","44",0.60377358490566,53,32
"1628","19","June","Control","46",0.581818181818182,55,32
"1629","19","June","Control","54",0.595744680851064,47,28
"1630","19","June","Control","55",0.654545454545455,55,36
"1631","19","June","Control","62",0.472727272727273,55,26
"1632","19","June","Control","63",0.571428571428571,56,32
"1633","19","June","CR_P","2",0.46031746031746,63,29
"1634","19","June","CR_P","6",0.415384615384615,65,27
"1635","19","June","CR_P","14",0.368421052631579,57,21
"1636","19","June","CR_P","15",0.369230769230769,65,24
"1637","19","June","CR_P","17",0.333333333333333,63,21
"1638","19","June","CR_P","18",0.220588235294118,68,15
"1639","19","June","CR_P","25",0.377049180327869,61,23
"1640","19","June","CR_P","26",0.369230769230769,65,24
"1641","19","June","CR_P","28",0.285714285714286,56,16
"1642","19","June","CR_P","34",0.186440677966102,59,11
"1643","19","June","CR_P","35",0.40625,64,26
"1644","19","June","CR_P","37",0.532258064516129,62,33
"1645","19","June","CR_P","39",0.203389830508475,59,12
"1646","19","June","CR_P","47",0.234375,64,15
"1647","19","June","CR_P","51",0.238095238095238,63,15
"1648","19","June","CR_P","61",0.338709677419355,62,21
"1649","19","June","CRP","3",0.45,60,27
"1650","19","June","CRP","5",0.232142857142857,56,13
"1651","19","June","CRP","8",0.491525423728814,59,29
"1652","19","June","CRP","9",0.4,55,22
"1653","19","June","CRP","24",0.423728813559322,59,25
"1654","19","June","CRP","27",0.322033898305085,59,19
"1655","19","June","CRP","32",0.136363636363636,66,9
"1656","19","June","CRP","33",0.387096774193548,62,24
"1657","19","June","CRP","41",0.209677419354839,62,13
"1658","19","June","CRP","42",0.245614035087719,57,14
"1659","19","June","CRP","45",0.370967741935484,62,23
"1660","19","June","CRP","48",0.0535714285714286,56,3
"1661","19","June","CRP","49",0.453125,64,29
"1662","19","June","CRP","58",0.298507462686567,67,20
"1663","19","June","CRP","60",0.0793650793650794,63,5
"1664","19","June","CRP","64",0.338709677419355,62,21
"1665","19","March","Always_sprayed","4",0.015625,64,1
"1666","19","March","Always_sprayed","10",0,59,0
"1667","19","March","Always_sprayed","11",0.032258064516129,62,2
"1668","19","March","Always_sprayed","19",0.0158730158730159,63,1
"1669","19","March","Always_sprayed","21",0,60,0
"1670","19","March","Always_sprayed","22",0,64,0
"1671","19","March","Always_sprayed","31",0,63,0
"1672","19","March","Always_sprayed","36",0.0153846153846154,65,1
"1673","19","March","Always_sprayed","40",0,64,0
"1674","19","March","Always_sprayed","43",0,55,0
"1675","19","March","Always_sprayed","50",0,58,0
"1676","19","March","Always_sprayed","52",0,59,0
"1677","19","March","Always_sprayed","53",0.015625,64,1
"1678","19","March","Always_sprayed","56",0,60,0
"1679","19","March","Always_sprayed","57",0,62,0
"1680","19","March","Always_sprayed","59",0,59,0
"1681","19","March","Control","1",0.078125,64,5
"1682","19","March","Control","7",0.121212121212121,66,8
"1683","19","March","Control","12",0.120689655172414,58,7
"1684","19","March","Control","13",0.0769230769230769,65,5
"1685","19","March","Control","16",0.136363636363636,66,9
"1686","19","March","Control","20",0.134328358208955,67,9
"1687","19","March","Control","23",0.0923076923076923,65,6
"1688","19","March","Control","29",0.0447761194029851,67,3
"1689","19","March","Control","30",0.155172413793103,58,9
"1690","19","March","Control","38",0.119402985074627,67,8
"1691","19","March","Control","44",0.107692307692308,65,7
"1692","19","March","Control","46",0.11864406779661,59,7
"1693","19","March","Control","54",0.032258064516129,62,2
"1694","19","March","Control","55",0.0677966101694915,59,4
"1695","19","March","Control","62",0.0634920634920635,63,4
"1696","19","March","Control","63",0.0952380952380952,63,6
"1697","19","March","CR_P","2",0.0273972602739726,73,2
"1698","19","March","CR_P","6",0.0634920634920635,63,4
"1699","19","March","CR_P","14",0.0147058823529412,68,1
"1700","19","March","CR_P","15",0,61,0
"1701","19","March","CR_P","17",0.0153846153846154,65,1
"1702","19","March","CR_P","18",0.0151515151515152,66,1
"1703","19","March","CR_P","25",0.0163934426229508,61,1
"1704","19","March","CR_P","26",0,61,0
"1705","19","March","CR_P","28",0,61,0
"1706","19","March","CR_P","34",0.0625,64,4
"1707","19","March","CR_P","35",0.015625,64,1
"1708","19","March","CR_P","37",0,63,0
"1709","19","March","CR_P","39",0.0441176470588235,68,3
"1710","19","March","CR_P","47",0.0153846153846154,65,1
"1711","19","March","CR_P","51",0.0461538461538462,65,3
"1712","19","March","CR_P","61",0.0138888888888889,72,1
"1713","19","March","CRP","3",0.0491803278688525,61,3
"1714","19","March","CRP","5",0.0806451612903226,62,5
"1715","19","March","CRP","8",0,59,0
"1716","19","March","CRP","9",0.0476190476190476,63,3
"1717","19","March","CRP","24",0,65,0
"1718","19","March","CRP","27",0,63,0
"1719","19","March","CRP","32",0.0158730158730159,63,1
"1720","19","March","CRP","33",0.0153846153846154,65,1
"1721","19","March","CRP","41",0.0338983050847458,59,2
"1722","19","March","CRP","42",0.0655737704918033,61,4
"1723","19","March","CRP","45",0.0344827586206897,58,2
"1724","19","March","CRP","48",0.0350877192982456,57,2
"1725","19","March","CRP","49",0.03125,64,2
"1726","19","March","CRP","58",0,61,0
"1727","19","March","CRP","60",0,60,0
"1728","19","March","CRP","64",0,62,0
"1729","19","May","Always_sprayed","4",0.191489361702128,47,9
"1730","19","May","Always_sprayed","10",0.156862745098039,51,8
"1731","19","May","Always_sprayed","11",0.04,50,2
"1732","19","May","Always_sprayed","19",0,54,0
"1733","19","May","Always_sprayed","21",0,54,0
"1734","19","May","Always_sprayed","22",0.0181818181818182,55,1
"1735","19","May","Always_sprayed","31",0.0212765957446809,47,1
"1736","19","May","Always_sprayed","36",0.02,50,1
"1737","19","May","Always_sprayed","40",0.0208333333333333,48,1
"1738","19","May","Always_sprayed","43",0.0434782608695652,46,2
"1739","19","May","Always_sprayed","50",0.0588235294117647,51,3
"1740","19","May","Always_sprayed","52",0,52,0
"1741","19","May","Always_sprayed","53",0.0545454545454545,55,3
"1742","19","May","Always_sprayed","56",0.0689655172413793,58,4
"1743","19","May","Always_sprayed","57",0.0196078431372549,51,1
"1744","19","May","Always_sprayed","59",0.0196078431372549,51,1
"1745","19","May","Control","1",0.782608695652174,46,36
"1746","19","May","Control","7",0.681818181818182,44,30
"1747","19","May","Control","12",0.755102040816326,49,37
"1748","19","May","Control","13",0.5,48,24
"1749","19","May","Control","16",0.725490196078431,51,37
